product_barcode,product_id,sum_src,support,industry_id,province
8809612852739,43524,7,0.4117647058823529,2,Hồ Chí Minh
8809612852739,32614,1,0.058823529411764705,2,Hồ Chí Minh
8809612852739,32855,3,0.17647058823529413,2,Hồ Chí Minh
8801007841410,19452,1,0.25,2,Hồ Chí Minh
8801007841410,48751,3,0.75,2,Hồ Chí Minh
8809647391609,40348,1,1.0,2,Hồ Chí Minh
3433422408357,14278,1,0.07142857142857142,2,Hồ Chí Minh
3433422408357,34859,1,0.07142857142857142,2,Hồ Chí Minh
3433422408357,41387,2,0.14285714285714285,2,Hồ Chí Minh
3433422408357,40435,3,0.21428571428571427,2,Hồ Chí Minh
3433422408357,15642,5,0.35714285714285715,2,Hồ Chí Minh
3433422408357,43069,2,0.14285714285714285,2,Hồ Chí Minh
8809505544079,20082,2,0.6666666666666666,2,Hồ Chí Minh
8809505544079,18571,1,0.3333333333333333,2,Hồ Chí Minh
8885014890661,13483,1,1.0,2,Hồ Chí Minh
4511413608944,13861,17,1.0,2,Hồ Chí Minh
4710155275302,16992,1,1.0,2,Hồ Chí Minh
3605970630881,50078,1,1.0,2,Hồ Chí Minh
4909978971182,58406,2,1.0,2,Hồ Chí Minh
3265660111269,43514,1,1.0,2,Hồ Chí Minh
3401399371684,42824,4,0.8,2,Hồ Chí Minh
3401399371684,31345,1,0.2,2,Hồ Chí Minh
856164816,66847,1,1.0,2,Hồ Chí Minh
SP0002,61795,1,1.0,2,Hồ Chí Minh
8809611686045,34015,1,1.0,2,Hồ Chí Minh
8809541280269,19017,1,1.0,2,Hồ Chí Minh
6923700977257,64095,2,1.0,2,Hồ Chí Minh
9334518001671,59923,1,1.0,2,Hồ Chí Minh
8809499083202,32343,1,1.0,2,Hồ Chí Minh
4511413602553,13827,5,1.0,2,Hồ Chí Minh
3400926674359,20527,1,1.0,2,Hồ Chí Minh
8809713360010,20066,3,0.75,2,Hồ Chí Minh
8809713360010,17503,1,0.25,2,Hồ Chí Minh
4511413302163,51082,1,0.25,2,Hồ Chí Minh
4511413302163,44636,3,0.75,2,Hồ Chí Minh
8809335481056,16881,4,0.8,2,Hồ Chí Minh
8809335481056,43157,1,0.2,2,Hồ Chí Minh
0671425824379,41770,1,1.0,2,Hồ Chí Minh
0000000010010,32109,1,1.0,2,Hồ Chí Minh
3760100682540,13756,2,1.0,2,Hồ Chí Minh
8806334383930,17623,1,1.0,2,Hồ Chí Minh
8938510523127,15626,1,1.0,2,Hồ Chí Minh
3470320200881,11625,1,1.0,2,Hồ Chí Minh
3337875549493,15666,1,1.0,2,Hồ Chí Minh
8806164168790,16741,1,1.0,2,Hồ Chí Minh
3760100183528,36286,1,1.0,2,Hồ Chí Minh
8809213801822,34687,1,1.0,2,Hồ Chí Minh
MIN11_BILENA,49029,3,1.0,2,Hồ Chí Minh
8809086209954,40459,3,0.5,2,Hồ Chí Minh
8809086209954,31881,1,0.16666666666666666,2,Hồ Chí Minh
8809086209954,36875,1,0.16666666666666666,2,Hồ Chí Minh
8809086209954,53104,1,0.16666666666666666,2,Hồ Chí Minh
8906058330089,46745,7,1.0,2,Hồ Chí Minh
8809581449299,36035,1,1.0,2,Hồ Chí Minh
8850029015194,18864,1,1.0,2,Hồ Chí Minh
8809,43855,4,1.0,2,Hồ Chí Minh
3337875545891,40466,1,1.0,2,Hồ Chí Minh
8411732156101,17305,1,1.0,2,Hồ Chí Minh
3265660111375,20547,1,1.0,2,Hồ Chí Minh
VASELINE1,60155,1,1.0,2,Hồ Chí Minh
077043357644,38610,1,1.0,2,Hồ Chí Minh
8809458843984,17266,3,0.75,2,Hồ Chí Minh
8809458843984,20903,1,0.25,2,Hồ Chí Minh
8809576260601,47544,2,0.5,2,Hồ Chí Minh
8809576260601,20603,2,0.5,2,Hồ Chí Minh
8806164121269,36777,1,0.125,2,Hồ Chí Minh
8806164121269,16771,5,0.625,2,Hồ Chí Minh
8806164121269,20428,1,0.125,2,Hồ Chí Minh
8806164121269,16591,1,0.125,2,Hồ Chí Minh
880913360164,31201,1,1.0,2,Hồ Chí Minh
Meta_kittest_lab,63975,1,1.0,2,Hồ Chí Minh
4504232048213,17873,4,0.6666666666666666,2,Hồ Chí Minh
4504232048213,31443,2,0.3333333333333333,2,Hồ Chí Minh
8809510684319,63457,1,1.0,2,Hồ Chí Minh
8809707252826,40222,1,1.0,2,Hồ Chí Minh
8938510523264,15625,7,1.0,2,Hồ Chí Minh
4582372213388,43799,1,1.0,2,Hồ Chí Minh
8809514484359,16860,2,1.0,2,Hồ Chí Minh
8809612852586,31416,1,1.0,2,Hồ Chí Minh
8809576260441,53219,3,0.75,2,Hồ Chí Minh
8809576260441,20605,1,0.25,2,Hồ Chí Minh
69798999999,49292,1,0.3333333333333333,2,Hồ Chí Minh
69798999999,47140,2,0.6666666666666666,2,Hồ Chí Minh
0655439079709,13974,3,1.0,2,Hồ Chí Minh
6946537047474,14196,1,1.0,2,Hồ Chí Minh
5011451103870,46068,1,1.0,2,Hồ Chí Minh
8809479167724,18037,2,1.0,2,Hồ Chí Minh
22222222222,31351,11,1.0,2,Hồ Chí Minh
8936134180160,32351,4,1.0,2,Hồ Chí Minh
3401345935571,39504,4,0.2,2,Hồ Chí Minh
3401345935571,44688,1,0.05,2,Hồ Chí Minh
3401345935571,38621,9,0.45,2,Hồ Chí Minh
3401345935571,43495,6,0.3,2,Hồ Chí Minh
6902395781660,14269,2,1.0,2,Hồ Chí Minh
887167485488,44765,1,1.0,2,Hồ Chí Minh
4607087858782,64523,1,0.5,2,Hồ Chí Minh
4607087858782,64525,1,0.5,2,Hồ Chí Minh
3337875597357,45810,1,0.5,2,Hồ Chí Minh
3337875597357,44414,1,0.5,2,Hồ Chí Minh
4987241100538,40756,1,0.5,2,Hồ Chí Minh
4987241100538,51677,1,0.5,2,Hồ Chí Minh
4005800160745,33527,2,1.0,2,Hồ Chí Minh
8858842037928,19589,1,1.0,2,Hồ Chí Minh
4901331007422,63739,1,1.0,2,Hồ Chí Minh
8856153319511,18470,3,1.0,2,Hồ Chí Minh
3760100162967,13785,1,1.0,2,Hồ Chí Minh
4515061088875,20568,1,1.0,2,Hồ Chí Minh
8809180015710,31906,1,1.0,2,Hồ Chí Minh
3701129803523,65431,2,1.0,2,Hồ Chí Minh
4909978163730,13360,1,1.0,2,Hồ Chí Minh
200500095,39484,1,0.3333333333333333,2,Hồ Chí Minh
200500095,40757,2,0.6666666666666666,2,Hồ Chí Minh
HOT_RSD,56822,2,1.0,2,Hồ Chí Minh
0655439075003,13903,1,1.0,2,Hồ Chí Minh
8809437396593,52439,2,1.0,2,Hồ Chí Minh
6902395742203,14212,1,1.0,2,Hồ Chí Minh
8806164107997,34293,1,1.0,2,Hồ Chí Minh
6923492584206,47252,2,0.1,2,Hồ Chí Minh
6923492584206,14268,12,0.6,2,Hồ Chí Minh
6923492584206,19167,6,0.3,2,Hồ Chí Minh
4901301258434,43326,3,1.0,2,Hồ Chí Minh
0495,52100,1,1.0,2,Hồ Chí Minh
8809514483307,16864,1,1.0,2,Hồ Chí Minh
5901761958836,19398,1,1.0,2,Hồ Chí Minh
8809501250950,16641,1,1.0,2,Hồ Chí Minh
8809418753766,31537,3,0.3,2,Hồ Chí Minh
8809418753766,20050,7,0.7,2,Hồ Chí Minh
8806164166666,16704,7,1.0,2,Hồ Chí Minh
8809581472037,36183,2,1.0,2,Hồ Chí Minh
8806164171363,35753,2,1.0,2,Hồ Chí Minh
8437019178062,42008,3,1.0,2,Hồ Chí Minh
9555250030990,19288,2,1.0,2,Hồ Chí Minh
8936194691231,52829,1,1.0,2,Hồ Chí Minh
6923700981230,41636,1,1.0,2,Hồ Chí Minh
3605971023538,51122,1,1.0,2,Hồ Chí Minh
6923492547454,18794,1,0.5,2,Hồ Chí Minh
6923492547454,14235,1,0.5,2,Hồ Chí Minh
9327693006906,46847,1,1.0,2,Hồ Chí Minh
41554433753,18782,1,1.0,2,Hồ Chí Minh
3470320300895,19360,1,1.0,2,Hồ Chí Minh
8935006540552,18540,3,1.0,2,Hồ Chí Minh
9316090500506,41853,1,0.25,2,Hồ Chí Minh
9316090500506,46358,3,0.75,2,Hồ Chí Minh
8809399372864,32379,3,1.0,2,Hồ Chí Minh
8809576260229,20608,9,0.9,2,Hồ Chí Minh
8809576260229,35403,1,0.1,2,Hồ Chí Minh
8936104220995,65944,1,1.0,2,Hồ Chí Minh
6951939796783,48045,1,1.0,2,Hồ Chí Minh
8806182572500,42796,1,1.0,2,Hồ Chí Minh
4710155279652,16988,2,1.0,2,Hồ Chí Minh
5901761919400,17356,1,1.0,2,Hồ Chí Minh
5012251011280,39228,1,1.0,2,Hồ Chí Minh
9314807025939,46324,1,1.0,2,Hồ Chí Minh
8809694620028,16986,2,1.0,2,Hồ Chí Minh
9555250049541,19250,5,1.0,2,Hồ Chí Minh
4710155270765,17111,1,1.0,2,Hồ Chí Minh
5010724527627,34910,8,1.0,2,Hồ Chí Minh
aret005,48029,3,1.0,2,Hồ Chí Minh
8809458844356,20914,1,1.0,2,Hồ Chí Minh
8809612841580,32630,2,1.0,2,Hồ Chí Minh
8809418752523,20411,2,1.0,2,Hồ Chí Minh
782632756939988,47141,1,1.0,2,Hồ Chí Minh
4600702091748,49458,3,1.0,2,Hồ Chí Minh
867432356657,65166,3,1.0,2,Hồ Chí Minh
8809221178299,33423,2,1.0,2,Hồ Chí Minh
4005808330430,18872,1,1.0,2,Hồ Chí Minh
93160905051051,65019,2,1.0,2,Hồ Chí Minh
5011451103948,65744,1,1.0,2,Hồ Chí Minh
0655439021401,14464,3,1.0,2,Hồ Chí Minh
6902395762386,14236,1,1.0,2,Hồ Chí Minh
0037,20367,1,1.0,2,Hồ Chí Minh
8991380700050,41626,1,1.0,2,Hồ Chí Minh
9316254892423,46400,4,0.3076923076923077,2,Hồ Chí Minh
9316254892423,42058,7,0.5384615384615384,2,Hồ Chí Minh
9316254892423,48870,2,0.15384615384615385,2,Hồ Chí Minh
887167393325,49711,2,1.0,2,Hồ Chí Minh
0019,20345,2,0.6666666666666666,2,Hồ Chí Minh
0019,37908,1,0.3333333333333333,2,Hồ Chí Minh
8885014890159,60469,1,0.3333333333333333,2,Hồ Chí Minh
8885014890159,13470,2,0.6666666666666666,2,Hồ Chí Minh
3337875549486,64935,1,0.25,2,Hồ Chí Minh
3337875549486,43183,3,0.75,2,Hồ Chí Minh
MIN11_LOH,49333,1,1.0,2,Hồ Chí Minh
8809514483345,16863,1,1.0,2,Hồ Chí Minh
8809237828133,17241,2,1.0,2,Hồ Chí Minh
06985643741,42708,1,1.0,2,Hồ Chí Minh
8809581445796,35998,3,1.0,2,Hồ Chí Minh
8809505541030,31591,1,1.0,2,Hồ Chí Minh
8858842051528,39544,2,0.4,2,Hồ Chí Minh
8858842051528,32332,3,0.6,2,Hồ Chí Minh
8809290410566,15232,2,1.0,2,Hồ Chí Minh
8809501251117,18816,2,1.0,2,Hồ Chí Minh
8809652908182,40121,1,1.0,2,Hồ Chí Minh
1370466521081,64185,1,1.0,2,Hồ Chí Minh
8808929110488,31533,3,0.5,2,Hồ Chí Minh
8808929110488,20046,3,0.5,2,Hồ Chí Minh
8850029010656,18863,1,1.0,2,Hồ Chí Minh
0075,44626,1,1.0,2,Hồ Chí Minh
8809514483369,16867,2,1.0,2,Hồ Chí Minh
8850029023014,36242,2,1.0,2,Hồ Chí Minh
8992304009341,14204,15,1.0,2,Hồ Chí Minh
8809416471112,36952,1,0.3333333333333333,2,Hồ Chí Minh
8809416471112,51615,2,0.6666666666666666,2,Hồ Chí Minh
8809470120957,16954,3,1.0,2,Hồ Chí Minh
8809390126329,19266,1,1.0,2,Hồ Chí Minh
8809458844370,20913,1,1.0,2,Hồ Chí Minh
3574661034805,35151,2,1.0,2,Hồ Chí Minh
89358745809LITTLE,63005,1,1.0,2,Hồ Chí Minh
3337872414961,53483,2,1.0,2,Hồ Chí Minh
9316254892515,44240,1,0.3333333333333333,2,Hồ Chí Minh
9316254892515,46959,2,0.6666666666666666,2,Hồ Chí Minh
6902395774181,14211,1,1.0,2,Hồ Chí Minh
8809173346920,48115,1,1.0,2,Hồ Chí Minh
8809587524402,19261,1,1.0,2,Hồ Chí Minh
8809458846756,20917,1,1.0,2,Hồ Chí Minh
5012251001724,39219,1,1.0,2,Hồ Chí Minh
10181041808,15056,1,1.0,2,Hồ Chí Minh
8809585101438,61906,1,0.25,2,Hồ Chí Minh
8809585101438,37578,3,0.75,2,Hồ Chí Minh
8809416470245,33376,4,1.0,2,Hồ Chí Minh
8850006304952,15257,1,1.0,2,Hồ Chí Minh
9936039101918,63496,1,1.0,2,Hồ Chí Minh
5010724527474,48137,2,1.0,2,Hồ Chí Minh
8809470123705,37936,1,1.0,2,Hồ Chí Minh
8809535807472,37769,1,0.5,2,Hồ Chí Minh
8809535807472,40367,1,0.5,2,Hồ Chí Minh
3433422404366,15661,2,0.4,2,Hồ Chí Minh
3433422404366,34846,2,0.4,2,Hồ Chí Minh
3433422404366,14495,1,0.2,2,Hồ Chí Minh
010181040351,34898,1,1.0,2,Hồ Chí Minh
8806164166680,16695,7,1.0,2,Hồ Chí Minh
PCJULYGIFT30,40920,1,1.0,2,Hồ Chí Minh
8018365071032,32223,1,1.0,2,Hồ Chí Minh
8994993015160,41637,2,1.0,2,Hồ Chí Minh
0082,31367,2,1.0,2,Hồ Chí Minh
8906058334925,64486,2,1.0,2,Hồ Chí Minh
8994993013852,41646,3,1.0,2,Hồ Chí Minh
8935006533899,18488,5,1.0,2,Hồ Chí Minh
8936104220742,18938,2,1.0,2,Hồ Chí Minh
8809399374394,39933,2,1.0,2,Hồ Chí Minh
8991380221074,14255,4,1.0,2,Hồ Chí Minh
8850029022611,33559,5,1.0,2,Hồ Chí Minh
4515061186946,20556,2,1.0,2,Hồ Chí Minh
8809664982736,35935,1,1.0,2,Hồ Chí Minh
8808929110471,31538,3,0.75,2,Hồ Chí Minh
8808929110471,20052,1,0.25,2,Hồ Chí Minh
086897,52362,1,1.0,2,Hồ Chí Minh
028-1SALETETVUI,53773,1,1.0,2,Hồ Chí Minh
4005808321711,18859,1,1.0,2,Hồ Chí Minh
8809598453357,43257,2,1.0,2,Hồ Chí Minh
4710155272530,17108,5,1.0,2,Hồ Chí Minh
8801007850641,57507,1,1.0,2,Hồ Chí Minh
3337875642859,41989,3,1.0,2,Hồ Chí Minh
8850029030951,33561,5,1.0,2,Hồ Chí Minh
0832,59626,1,1.0,2,Hồ Chí Minh
1123456,61472,7,1.0,2,Hồ Chí Minh
8809615052433,19402,2,0.6666666666666666,2,Hồ Chí Minh
8809615052433,36275,1,0.3333333333333333,2,Hồ Chí Minh
0655439020510,13922,1,1.0,2,Hồ Chí Minh
8809416470511,49027,6,0.04195804195804196,2,Hồ Chí Minh
8809416470511,40325,3,0.02097902097902098,2,Hồ Chí Minh
8809416470511,49422,22,0.15384615384615385,2,Hồ Chí Minh
8809416470511,41103,13,0.09090909090909091,2,Hồ Chí Minh
8809416470511,41999,5,0.03496503496503497,2,Hồ Chí Minh
8809416470511,43167,6,0.04195804195804196,2,Hồ Chí Minh
8809416470511,40223,2,0.013986013986013986,2,Hồ Chí Minh
8809416470511,49185,5,0.03496503496503497,2,Hồ Chí Minh
8809416470511,43042,2,0.013986013986013986,2,Hồ Chí Minh
8809416470511,42147,5,0.03496503496503497,2,Hồ Chí Minh
8809416470511,40898,2,0.013986013986013986,2,Hồ Chí Minh
8809416470511,40393,3,0.02097902097902098,2,Hồ Chí Minh
8809416470511,48974,1,0.006993006993006993,2,Hồ Chí Minh
8809416470511,36943,18,0.1258741258741259,2,Hồ Chí Minh
8809416470511,34896,3,0.02097902097902098,2,Hồ Chí Minh
8809416470511,45907,5,0.03496503496503497,2,Hồ Chí Minh
8809416470511,36951,18,0.1258741258741259,2,Hồ Chí Minh
8809416470511,33370,14,0.0979020979020979,2,Hồ Chí Minh
8809416470511,40936,2,0.013986013986013986,2,Hồ Chí Minh
8809416470511,37753,2,0.013986013986013986,2,Hồ Chí Minh
8809416470511,43644,6,0.04195804195804196,2,Hồ Chí Minh
0164,64521,1,1.0,2,Hồ Chí Minh
8809470129981,16878,1,1.0,2,Hồ Chí Minh
8809086208148,16835,3,1.0,2,Hồ Chí Minh
8856153322016,19581,2,1.0,2,Hồ Chí Minh
6923700927092,14201,1,0.5,2,Hồ Chí Minh
6923700927092,32003,1,0.5,2,Hồ Chí Minh
1501855,19752,8,0.38095238095238093,2,Hồ Chí Minh
1501855,49409,6,0.2857142857142857,2,Hồ Chí Minh
1501855,19770,7,0.3333333333333333,2,Hồ Chí Minh
8710692120260,39251,1,1.0,2,Hồ Chí Minh
8809612872935,33249,1,1.0,2,Hồ Chí Minh
3760130891110,20792,2,0.6666666666666666,2,Hồ Chí Minh
3760130891110,11634,1,0.3333333333333333,2,Hồ Chí Minh
4311501656648,44695,2,1.0,2,Hồ Chí Minh
4513574031302,50856,1,0.1111111111111111,2,Hồ Chí Minh
4513574031302,32683,1,0.1111111111111111,2,Hồ Chí Minh
4513574031302,51637,1,0.1111111111111111,2,Hồ Chí Minh
4513574031302,35001,1,0.1111111111111111,2,Hồ Chí Minh
4513574031302,38911,5,0.5555555555555556,2,Hồ Chí Minh
ENSUC001,62766,1,1.0,2,Hồ Chí Minh
8809470122319,40157,1,1.0,2,Hồ Chí Minh
8807080004407,20073,3,0.5,2,Hồ Chí Minh
8807080004407,31515,1,0.16666666666666666,2,Hồ Chí Minh
8807080004407,17519,2,0.3333333333333333,2,Hồ Chí Minh
4005808364848,18852,2,1.0,2,Hồ Chí Minh
6902395715337,14229,1,1.0,2,Hồ Chí Minh
4005808355648,18857,3,0.75,2,Hồ Chí Minh
4005808355648,36243,1,0.25,2,Hồ Chí Minh
9316090502104,41880,1,0.25,2,Hồ Chí Minh
9316090502104,42829,3,0.75,2,Hồ Chí Minh
4909978155391,19685,1,1.0,2,Hồ Chí Minh
4901330740672,48736,1,0.25,2,Hồ Chí Minh
4901330740672,44145,1,0.25,2,Hồ Chí Minh
4901330740672,49956,1,0.25,2,Hồ Chí Minh
4901330740672,46153,1,0.25,2,Hồ Chí Minh
HOT_RSX,56824,3,1.0,2,Hồ Chí Minh
8806164162385,16745,3,1.0,2,Hồ Chí Minh
SP0012485,43254,9,0.9,2,Hồ Chí Minh
SP0012485,63623,1,0.1,2,Hồ Chí Minh
8436097094424,40256,1,0.25,2,Hồ Chí Minh
8436097094424,35188,3,0.75,2,Hồ Chí Minh
4712847547919,34307,1,1.0,2,Hồ Chí Minh
111121,47920,1,1.0,2,Hồ Chí Minh
8411732105314,17322,1,1.0,2,Hồ Chí Minh
5900095001584,18899,2,0.4,2,Hồ Chí Minh
5900095001584,48180,3,0.6,2,Hồ Chí Minh
819984010307,37932,2,1.0,2,Hồ Chí Minh
5901887018643,63682,2,1.0,2,Hồ Chí Minh
8809396174058,19590,3,1.0,2,Hồ Chí Minh
8938538233039,58523,1,1.0,2,Hồ Chí Minh
8992304037788,19227,3,0.42857142857142855,2,Hồ Chí Minh
8992304037788,14244,4,0.5714285714285714,2,Hồ Chí Minh
8809604290402,18892,3,1.0,2,Hồ Chí Minh
0063,20776,2,0.6666666666666666,2,Hồ Chí Minh
0063,20778,1,0.3333333333333333,2,Hồ Chí Minh
6902395487401,31493,2,1.0,2,Hồ Chí Minh
3337871321963,15634,7,0.5384615384615384,2,Hồ Chí Minh
3337871321963,31771,1,0.07692307692307693,2,Hồ Chí Minh
3337871321963,43090,2,0.15384615384615385,2,Hồ Chí Minh
3337871321963,61487,3,0.23076923076923078,2,Hồ Chí Minh
041554247725,14264,2,1.0,2,Hồ Chí Minh
8906058330064,65110,2,1.0,2,Hồ Chí Minh
8809261556378,16947,3,1.0,2,Hồ Chí Minh
8809737871943,41790,6,1.0,2,Hồ Chí Minh
4260481112548,13775,1,1.0,2,Hồ Chí Minh
8936047157037,15419,1,1.0,2,Hồ Chí Minh
